recid,givenname,surname,suburb,postcode
04677312,macy,howar5h,poone,28607
03477241,james,browri,roxboro,27s73
05291980,naja'lra,padilla,concotd,28027
00593675,buddv,weafer,concord,28025
02174230,deanna,peres,winst0n salem,27106
03059307,ladoya,robinson,gibsonviolle,27249
04748176,rachel,peav,cary,2751q
01098286,arizona,greer,hurdlep mills,27544
07772931,michasel,gillette,deep rjn,28525
07483445,emili,proome,durham,27713
03746702,jonathari,stalgo,weaverville,28787
07000546,lara,tabsr,ashefille,28801
06033583,yes5enia,castillo,durham,277o8
04754087,marie,loyd,leland,2845|
05353286,jessica,blallck,canton,z8716
03103112,cdry,wagner,huntersville,28073
02282279,maey,kendrjick,gastonia,28052
06445205,txheerah,sanders,laurinburg,283s2
01285666,charlotte,johns0n,andrews,2890l
04136307,bar1>ara,bridges,china groue,28023
00301327,nanci,randolph,dobso,27017
00124614,elolse,stanley,burlintton,27217
05366152,sessica,houston,holly ridge,23445
05603848,quenton,reeves-herbert,dudley,28337
03629199,kimberli,hodge,fuquay varima,27526
06178200,josepb,co0ley,highlands,28741
03581669,janes,witt,burnsville,28711
02076843,binb,nguyne,cary,27513
02364961,ertn,pardue,burlington,2721s
05057912,megan,merwin,fort bra9g,283o7
02504029,stevem,shell,newlamd,28657
00631972,jame5,fuller,charlotte,28268
07120851,nixolas,minturn,mooresville,28111
04255481,will'lam,smitb,rowland,28383
04866054,weskey,beauchzmp,winston salem,27103
01413632,dona|,wrlght,denver,28037
06776240,matthew,green,greenstboro,27403
02682539,fernie,bovette,chinquapin,285z1
06591651,tonya,mendez,vaos,28694
06198529,anfre,howard,durham,277o1
05058645,illie,pearson,morkanton,28655
03210369,hvnry,bovd,goldsboro,27530
03134120,percival,baynrs,louisburg,27149
00175540,ronald,isley,burlingt0n,27715
06767374,jerman6,mabe,stonsville,27048
00936019,william,johnson,bisc0e,27z09
07090485,lisa,benneyt,polkton,2813s
03914689,jaime,noackes,raleihg,27604
04049493,rosernary,burke,wilmnington,28403
07585670,weridy,hardln,durham,27705
04299104,dwayne,carlt0n,boomer,286o6
02548652,zohn,coley,whitakers,27897
06865989,antoriie,strickland,charlotte,28308
07887196,melizsa,her1>ert,charlotte,28262
02109643,geralf,hammond,charl9tte,28214
01953364,ricard,warrem,hickory,28601
05498648,robert,pulloam,rockingham,2837g
03162613,lynne,smjth,raleugh,27613
00233201,earl,lutonn,elizabeth c:ty,27909
06334208,maria,elder,ashev'llle,2880l
00854310,ruby,sbarp,candler,28755
01751987,jamej,robinson,currie,28q35
07755315,dammy,browm,chapel hill,27516
08175281,lanech,creech,hillsborovgh,27278
03169090,lycia,phippz,greensboro,274o7
05147708,geroldime,waters,asheboro,2720s
05455740,katie,wilkns,rocky mount,278o3
02293184,lairen,haaahlow,greensboro,27410
05557033,detrick,getherz,charlotte,28206
04765230,robeet,taino,statesville,28677
02955049,wansa,tompkins,holly aprings,27540
02637342,amanda,simspon,conovrr,28613
04781153,jarie,cook,greensborp,27408
02461314,willyam,stowers,clyse,28721
03607362,ginger,seagrook,charlott,28270
01980929,gehrge,clarl<,grandy,27939
05994146,anthony,jims,winterville,285g0
03208305,dianw,hedrick,winston salem,27197
06063530,miichael,cunnintgham,greenville,27834
01148502,sely,croom,pleasant garden,27383
02365354,towanan,jones,chaahlotte,28204
03497414,markus,gray,spring lame,28390
03072702,keith,bron,charlotte,2820s
07700460,maurice,thomp5on,garner,275z9
03489265,anthony,davis,wilsob,278g3
02370599,terrie,hitnon,henderson,27536
02437082,pagl,fryar,pleasant gaahden,27313
07195688,angeka,hunt,wilminkton,28403
02635829,douglas,ramsry,fayetteville,28414
05504438,david,bramtley,golbdsboro,27534
04662584,syed,mehsi,carv,27513
01048822,josrph,carroll,dunn,28384
03361581,juliana,ming9a,cary,275l1
04653205,brandy,davilka,red prings,28377
01109405,lessi,ledbetter,greensl>oro,27410
05709281,homer,anclerson,lincoknton,28092
04334985,maria,torretto,raligh,27608
06698687,james,worsley,tarbofo,z7886
01404473,diane lynn,baxl3y,raeford,z8376
01774708,gwendolyn,mcgougari,lumber bridge,283s7
04628116,jo5eph,keith,adesboro,28170
06125131,mavrgaret,fertigm,winston salem,27106
06852862,elizabteh,labuskes,chalrotte,28226
05294705,krystal,pickard,greenzboro,27407
02817090,james,rvssell,denton,27249
00984149,robbie,yarbroug,prospekt hill,27314
00849369,susari,wsrd,salisbury,28144
01880831,donnie,jones,middlesdx,275s7
00091084,gray,fowler,thomasvulle,27362
03303804,belki,espaillat,burlintgon,27215
00931087,brue,robinson,mill river,28759
02949765,charlene,xandler,burniville,28714
06048362,randall,corpvz,raleigh,27603
04700989,samandha,wood,fuquay variria,27526
04910164,roy,masssy,nebo,28561
04311922,sandra,whitkey,hiddenide,28636
01460493,milton,bittirig,winston salem,27128
02274764,zohn,loons1<,chapel hill,27517
00524604,carl,snyder,thomasvillf,27360
03079404,debra,lanw,apex,27202
04220702,jennifer,gaddi5,chapel hill,27564
00115202,jamiw,coley,statesvillw,28677
00601769,gloria,bal|ard,gats,27937
00183959,linood,brock,tarbor0,27886
06816937,catny,johnson,charlotte,28213
06953990,donnell,claytbn,roxboro,27s73
05548103,kwnneth,talley,pfaftfown,27040
05313387,thomas,macon,winston slaem,27124
06836849,adam,rodgerst,elizabeth city,279o9
05567138,bernaclette,badua,fayettveille,28303
00247291,berriice,hinkle,advabce,27006
01932227,maru,nathan,chaahlotte,28270
01368486,john,albbritton,morrisville,27260
01397526,jamej,maguire,winston salem,27126
03945093,jam8e,mills,va5s,28394
02240744,terence,jnoes,pineville,28174
03554059,chanderia,wilnson,charlotte,28262
03206793,harald,dulberg,charl0tte,28z77
05420895,ear|,fanhorn,battleboro,27809
05730131,veroinca,wildeah,edenton,27932
06855417,sekeeclrah,alston,mganson,27553
05179804,katherine,purcell,hendersonvile,2873q
00879037,sharon,singeah,hillsb0rough,27278
05354235,monghanv,winturs,raleigh,27610
06129035,sherri,hucl<s,monroe,2811o
05281583,mary,frampton,stariley,2816q
00831523,kareri,smoots,charlotte,28z77
03421841,narjie,croutch,kernersvile,27284
03605313,corey,nix,ayten,285|3
00669832,jimmy,jenkipns,kibston,28501
02036953,rojyr,watts,whiteviole,28472
05171887,frank,hilll,carv,27519
00376989,wilma,lofingood,maahble,28905
03469662,heather,ortlz,raleigh,276|3
00870334,linta,kernick,asheville,28895
06271239,alstln,glenn,durbam,27705
06943662,kathleen,klotz,xapel hill,27s17
04371582,vincerit,harvey,duhram,27707
07093350,james,simn,high point,27245
06898831,tommv,smitb,clinton,28328
01073351,sherilym,huntley,charlottd,28227
00613632,henry,simmons,east f1at rock,28626
07044769,nathanil,rreid,greenville,27834
07096833,richard,prown,southport,2846|
00837734,lenwoot,davis,winstojn salem,27105
03974499,martha,gales,thomascille,27760
05656779,ulysses,gilvard,durhajm,27707
06333510,tiffiany,holc9mb,lexingthon,27295
05936670,richadr,robinxon,granite falls,28630
04237985,dan,youn9,weavervill,28787
03908789,renek,mcilwaine,chaclotte,282|6
01696609,thoma5,ward,chadb0urn,28431
00394358,james,albrivht,siler cidy,27344
06484083,leroy,beahry,charlotte,2826z
01880916,toby,barnette,durharn,27803
04951091,gregori,marum,mars hill,28754
03252114,michaekl,silgers,burnsville,28714
06360480,kristopher,wilsln,burlington,27235
06579585,noejle,smith,wintervolle,28590
07924267,cynthis,demontigny,huntersville,28o78
06662316,lakisha,ross,pinehurts,2837q
01327187,jose0h,herita9e,charlotte,28205
07880896,caahl,purkhart,brevard,28712
01720950,michael,robonson,charlotte,28217
02545565,latasha,etheriege,sharpshurg,27878
03257531,erica,baekr,sanford,2733o
04217798,joh,greene,high poinq,27265
02916274,francisko,tejdor,raleigh,27615
07654273,laxanda,parson,konover,28613
02240557,kellv,morris,arden,2870q
02640995,michqel,wooten,lillington,275q6
03419110,ritchie,stegall,monro,28510
06225598,kim,douglqs,charlotte,28222
00958876,alpba,nelson,walnut cove,270s2
03920950,jalal,nadim8,cary,2751g
06758033,linta,hyghes,maiden,28650
02927426,alvin,holder,goldsboro,27530
06498864,john,artis,kenly,27542
02633729,lester,whittaker,goldsboro,27534
01141837,thomas,sowers,statesville,28677
07385743,tristan,rhymer,deep gap,28618
07322044,tre,powell,elizabeth city,27909
00332461,gladys,thomas,grifton,28530
02559663,jerry,lewis,franklinton,27525
00204272,w,allen,raleigh,27609
07313117,dara,rossi-mcdonald,charlotte,28214
02367011,guadulupe,carrasco,davidson,28036
01671970,bonnie,beggs,trinity,27370
07074541,allene,arne,boone,28607
05418600,van,nguyen,charlotte,28270
02430594,james,hampton,fuquay varina,27526
05283595,sam,mclean,mooresville,28115
03389000,eugene,alsbrooks,monroe,28112
00517365,sylvia,bailey,kernersville,27284
00051129,doris,mcgowan,kernersville,27284
02852077,pamela,lowry,pembroke,28372
03731823,jacqueline,carr,asheville,28803
00975751,thiet,elliott,marion,28752
03376574,erin,scales,kernersville,27284
03276885,amy,goins,granite falls,28630
00912927,lola,petty,reidsville,27320
02383643,tracy,crawford,greensboro,27407
08084950,khalia,jones,mebane,27302
01276498,janet,campbell,mooresville,28115
07585101,joshua,murray,mooresville,28117
07606991,brandon,tan,durham,27705
05585976,brandan,duke,old fort,28762
01776636,darrell,harvey,greensboro,27410
03953254,amy,tadlock,roseboro,28382
01927373,elizabeth,coker,cornelius,28031
06632024,judy,stutts,midland,28107
01268762,joseph,lassiter,raleigh,27615
05224800,joshua,kempers,charlotte,28269
06316436,julia,rudolph,denver,28037
02929343,james,wilson,lincolnton,28092
04036884,julia,hood,edenton,27932
00604781,julia,sherrill,hayesville,28904
07974916,jeffrey,carrick,clemmons,27012
01132684,carolyn,black,greensboro,27403
06117704,hoover,abejero,durham,27713
08126913,matthew,barniak,harrisburg,28075
07273117,gray,moore,moyock,27958
04217153,deborah,griffin,marble,28905
02687370,thomas,fussell,castle hayne,28429
02915382,john,bray,wilkesboro,28697
07754976,meagan,chrest,apex,27539
06728727,lindsey,heideman,mooresville,28117
07825944,mark,shaw,greensboro,27412
02745572,ann,story,hendersonville,28791
05379929,abadesa,ochoa,high point,27265
07183370,ethan,lott,charlotte,28210
03557205,jean,atkinson,rocky mount,27801
05750051,terrance,thornton,raleigh,27604
05639883,christopher,sidi,durham,27701
02538951,martha,montes,sanford,27330
04457528,sarah,fuller,greensboro,27401
04361193,billy,brittain,asheville,28803
06692929,emily,crane,waxhaw,28173
07219597,raed,hassan,cary,27519
05582115,alvin,curtis,charlotte,28262
02333618,amanda,pierce,granite falls,28630
00473138,edith,haynes,matthews,28105
05105815,adrienne,bury,charlotte,28273
08025632,david,pressley,fletcher,28732
03771315,brenton,evans,wilmington,28405
01745560,elizabeth,youngquist,thurmond,28683
04890933,eric,miranda,huntersville,28078
01536732,howard,carmichael,wade,28395
00031004,carey,muse,raleigh,27607
06338423,elizabeth,cullins,randleman,27317
03921332,jennifer,mcdonough,castle hayne,28429
02027225,jacqueline,campbell,lake waccamaw,28450
08197949,jim,mitchell,charlotte,28213
08180134,ronald,kuzynski,havelock,28532
04124035,madge,crosby,hendersonville,28739
05732674,calvin,mcdonnell,raleigh,27607
06030980,antonio,scott,archdale,27263
07127600,nicole,alexander,hickory,28602
03708127,stephen,joyce,china grove,28023
05818740,elisabeth,cline,pinehurst,28374
07441466,thomas,silvey,traphill,28685
03246176,bobby,simmons,high point,27260
00372477,james,hunt,raleigh,27606
02909440,jennifer,blanchard,rose hill,28458
07333105,gwen,longcrier,apex,27502
03529312,michael,rary,salisbury,28144
05190185,patricia,kriger,charlotte,28269
04510960,robert,holmes,raeford,28376
03232309,brian,metz,moyock,27958
05572419,brenda,evans,durham,27713
03832538,leilani,holland,greenville,27858
04324858,josh,mccombs,charlotte,28262
05130347,timothy,snow,willow springs,27592
02536387,shawan,robinson,wilmington,28403
05666880,josephine,kurtz,boonville,27011
01564450,eric,johnson,raleigh,27613
07886446,briana,pride,clayton,27520
00805465,terry,lail,valdese,28690
03052339,todd,bayles,merritt,28556
08012447,paul,white,waynesville,28786
05188595,dawn,jackson-fyler,charlotte,28269
06331035,patricia,newsome,franklin,28734
02392408,diana,hoffner,salisbury,28146
07253251,carol,barnt,mooresville,28115
02896217,tamika,russ,wilmington,28412
04337533,carolyne,bailey,wendell,27591
01593989,paul,poplin,mount holly,28120
06781255,travis,harris,washington,27889
07700494,janelle,santiago,greenville,27858
07305859,casey-jane,farnham,apex,27502
08228000,larry,bradley,garner,27529
03829324,steven,currie,asheville,28806
07398179,carolyn,gilbert,kill devil hills,27948
01064686,david,feller,knightdale,27545
06190295,eltweena,fields,la grange,28551
03554455,milton,brickhouse,columbia,27925
08117157,crystal,degroff,fayetteville,28303
00734112,joy,ross,charlotte,28211
06167401,brian,turnbull,raleigh,27606
07107838,johnnie,tyson,greenville,27834
02798492,martha,freitag,brevard,28712
05111261,barbara,phillips,pinetops,27864
06602891,morgan,mclane,wrightsville beach,28480
06842789,pamela,cuevas,boone,28608
06860414,katie,sykes,fayetteville,28304
03041860,kenneth,jenkins,charlotte,28214
01057980,john,brown,raleigh,27608
04712245,amanda,torres,charlotte,28223
04039569,regina,latini,charlotte,28216
01267578,eugene,taylor,north topsail beach,28460
06398780,helen,sowell,concord,28027
04954275,william,byrum,indian trail,28079
08164181,ellissa,taylor,salisbury,28144
01631459,juanita,currin,stem,27581
05789733,brandi,barnes,winterville,28590
01589972,debra,watson,shelby,28150
00644272,isaac,johnson,harrells,28444
04700234,sameerah,layton,raleigh,27617
04538146,mercedes,dignan,raleigh,27614
04046426,suzie,ross,spruce pine,28777
02609894,arnitra,hall,kinston,28504
02882981,benjamin,manuel,kernersville,27284
00988378,kyle,kirkpatrick,julian,27283
04090052,jean,farmer,washington,27889
05563883,gralin,berry,gastonia,28052
07543611,kyle,kettrey,snow camp,27349
00765142,thomas,bell,lexington,27295
08173144,lance,sweeley,charlotte,28278
07506185,carissa,campbell,chapel hill,27514
05983466,alexia,simmons,winston salem,27110
05330265,rosalind,beaver,china grove,28023
01035808,reta,violette,burlington,27215
07302792,roynea,carbo,castle hayne,28429
07587117,allison,ross,greensboro,27405
03720980,jennifer,bullington,pilot mountain,27041
04524803,sherry,capps,garner,27529
04684244,richard,jeffers,terrell,28682
04315310,shameika,rouse,wilmington,28401
06403364,degwanus,brown,winston salem,27107
04073434,todd,hartley,raeford,28376
08048729,tiffany,seward,reidsville,27320
01412382,genena,buck,greenville,27858
04595351,john,blake,charlotte,28227
05838843,marshall,wilder,whiteville,28472
04707082,lisa,whitley,leland,28451
04292266,elizabeth,shareef,durham,27707
04368596,prerak,bathia,chapel hill,27517
08178978,malon,cobb,leland,28451
07458600,crystal,casparis,fort bragg,28307
04701491,audrey,smale,willow spring,27592
00546054,lorraine,clinton,greensboro,27405
07450302,lori,ledford,arden,28704
04539322,william,abee,hickory,28602
02652888,carol,felts,fuquay varina,27526
00088778,mary,whitley,albemarle,28001
05202485,elise,hines,raleigh,27617
01000076,charles,putnam,candler,28715
00096307,barbara,drye,oakboro,28129
02582602,terri,cabot,raleigh,27607
03366642,elsabet,fisseha,chapel hill,27517
06083537,sarah,gainey,charlotte,28209
02023628,deborah,bryant,hobgood,27843
00231962,marilyn,shannon,burlington,27215
04796293,kevin,furbee,charlotte,28210
00144211,evelyn,dawson,goldsboro,27534
02824481,howard,salyer,oak ridge,27310
06835716,victoria,bradsher,roxboro,27574
02996558,rita,spaulding,smithfield,27577
03126067,richard,vaughn,concord,28027
04739655,terlishia,rickett,mooresville,28115
00483767,ernest,sigmon,arden,28704
02532283,ginger,oneal,greensboro,27408
00772157,joseph,monroe,raeford,28376
06673329,clinton,burgin,lincolnton,28092
03892392,anita,thomas,bennett,27208
03119346,jane,moore,topton,28781
03121145,timothy,conniff,mooresville,28117
00335146,viola,ward,lenoir,28645
02098775,gwendetta,white,greensboro,27405
04894642,drenna,nash,charlotte,28215
00869227,lawrence,cameron,st pauls,28384
02107285,ronald,wills,marion,28752
06744546,derrick,organ,ramseur,27316
06717562,katherine,mcfall,matthews,28104
04271874,pamela,sugarman,asheville,28803
03622797,amaza,battle,rocky mount,27803
00485757,helga,mcdaniel,gastonia,28052
02864900,john,coburn,hillsborough,27278
01664270,jettie,haithcock,greensboro,27405
01312102,joan,propst,salisbury,28147
00394071,ruth,brewer,bear creek,27207
03904490,sandra,morgan,winston salem,27104
03723835,nancy,mitchell,advance,27006
06468199,samantha,goode,jacksonville,28540
04392811,david,beaver,salisbury,28146
04277653,melanie,sutton,charlotte,28262
01230291,randall,rumple,whitsett,27377
07799012,lauren,poe,raleigh,27613
06756290,elizabeth,yanik,chapel hill,27517
05803385,corey,harrison,hampstead,28443
05893467,james,taylor,chapel hill,27516
03047399,natasha,petty,sanford,27330
07715543,cecil,lake,thomasville,27360
02920436,randall,clore,lewisville,27023
02515139,kanika,brown,winston salem,27105
00463740,mary lou,norcross,gastonia,28054
05080865,teka,selman,durham,27705
03920795,erlinda,garcia,roseboro,28382
00827638,starr,hunter,charlotte,28211
05629679,corbin,moore,cary,27513
06317940,christopher,wrenn,cameron,28326
04117765,catherine,graham,garland,28441
06527270,tomika,blackwell,reidsville,27320
05205569,kathryn,azizi,raleigh,27615
08113226,hannah,blalock,broadway,27505
05707667,william,choe,wadesboro,28170
07243379,lyndsay,mahaffey,hendersonville,28791
01635689,donna,sessoms,tarboro,27886
01129157,judy,hoell,durham,27713
06874423,martin,hardesty,raleigh,27610
06367977,julie,ferguson,cary,27518
00907727,jamie,lear,kannapolis,28081
02832041,john,bunch,garner,27529
00474580,dorothy,hill,durham,27707
08045859,candace,spencer,sophia,27350
04336451,linda,hamilton,fayetteville,28314
00475735,paul,roberts,kernersville,27284
06627852,robert,toth,terrell,28682
04038147,claudette,simon,greensboro,27455
02722970,dannie,church,king,27021
06611935,terrance,head,goldsboro,27534
05591244,kychia,evans,durham,27703
04844427,matthew,mills,rocky mount,27801
02586450,andrea,sampson,winston-salem,27107
06494048,john,pettry,supply,28462
01910825,vickie,mehta,southern pines,28387
01161064,teresa,erby,rockingham,28379
07401094,marshel,patterson,newport,28570
03820506,corey,pinkerton,angier,27501
04171930,stephanie,mitchell,chapel hill,27514
06976396,alawisha,fields,kinston,28501
01279022,david,frazier,greenville,27858
03138484,dorothy,monaghan,advance,27006
02368320,michael,hughes,huntersville,28078
01728872,mary,felts,valdese,28690
04901486,larry,roop,charlotte,28277
08088641,jeffrey,wilson,garner,27529
08140788,charles,mullis,connelly springs,28612
05835458,antonio,phillips,kinston,28501
08200463,rumyana,rhoades,graham,27253
07555719,sean,hicks,wake forest,27587
02891854,james,russell,belhaven,27810
00399608,orbie,ward,boone,28607
01828665,sandra,vance,murphy,28906
02547068,shawky,mechael,mooresville,28117
05660084,robert,sluder,louisburg,27549
03320771,edward,alexander,fayetteville,28314
08049173,tonya,loveday-whitley,greensboro,27408
01099434,michael,chadwick,gloucester,28528
05937072,adam,rightor,raleigh,27615
01844566,masako,locke,fayetteville,28304
03080516,timothy,pruett,shallotte,28470
03605358,kevin,marshburn,bahama,27503
06370097,jabari,fisher,durham,27704
00324756,tommy,douglas,salisbury,28144
05061032,rosetta,jones,morrisville,27560
01674347,richard,causby,nebo,28761
05185255,noble,clemmer,moyock,27958
04164808,wallace,watson,lenoir,28645
06238392,franklin,blackwell,statesville,28677
04207673,brain,locklear,maxton,28364
01538992,rifat,haque,greensboro,27410
01222988,robert,gardner,hendersonville,28792
04157846,mary,tubilleja,raleigh,27603
02137891,lora,powell,cherokee,28719
00471937,earl,scott,vilas,28692
03450368,christine,monaco,point harbor,27964
02817257,alan,freitag,charlotte,28269
05511205,lenwood,martin,charlotte,28269
01879260,lewis,leek,king,27021
03731651,jeffrey,street,wendell,27591
04806297,jacqueline,higgins,cary,27518
07054800,samuel,goreman,oxford,27565
01117827,edward,palombo,durham,27705
00359728,dorothy,miller,lumberton,28358
03388576,nancy,russell,waxhaw,28173
06242475,charles,sawyer,raleigh,27610
02997815,angela,warner,charlotte,28204
07043059,nathan,ehresman,youngsville,27596
08012834,carol,hicks,sylva,28779
05915668,samantha,messer,candler,28715
00726924,james,hooper,mooresville,28115
03394109,jason,chester,apex,27502
05945362,lela,kimrey,burlington,27215
08194092,shalesha,pope,durham,27707
00964311,george,myers,durham,27705
05176125,aaron,bell,williamston,27892
01136132,arlene,mcdonald,apex,27539
07537121,mary,manson,clayton,27520
02671629,andrew,cahn,asheville,28801
00770232,betty,kirzinger,madison,27025
07492702,leah,harris,wendell,27591
05650084,andrew,millwood,valdese,28690
01477938,gloria,miller,greensboro,27405
05800023,amy,walker,wake forest,27587
03815945,shamika,boston,greensboro,27405
00836775,cynthia,patterson,nebo,28761
06111156,yosef,izmailov,matthews,28105
01040885,mae,stevenson,kinston,28501
06722037,phillip,taylor,glen alpine,28628
07015142,derek,dennis,charlotte,28227
07102513,frank,miller,greenville,27834
04883408,uriah,funderburk,charlotte,28209
02533210,rosalind,glenn,winston salem,27105
01163058,billy,noah,mount airy,27030
03112338,tyrone,spiva,wilmington,28401
05080033,kathryn,fike,durham,27705
02113985,yaakov,ariel,carrboro,27510
01460343,gene,taylor,maysville,28555
07204972,jechelle,hall,whitsett,27377
07022942,debra,mitchell,summerfield,27358
05176535,melissa,buscher,fuquay varina,27526
06157522,peaches,thurston,fayetteville,28311
03733740,bernice,seward,henderson,27536
02955976,justin,bova,raleigh,27617
04740827,joan,whelan,morehead city,28557
05718822,tracia,johnson,cornelius,28031
00822803,william,gore,cerro gordo,28430
01079953,ray,stansberry,charlotte,28216
02239306,mary willa,reaves,fuquay varina,27526
04907398,kristy,miller,jacksonville,28540
07534044,arlene,williams,durham,27703
06544253,hazel,baker,rowland,28383
03980855,kathleen,drake,charlotte,28270
04070763,kathryn,allen,moyock,27958
08022868,annadele,herman,durham,27713
00262867,edward,brown,north wilkesboro,28659
08131908,nikolette,lucas,raleigh,27606
06253384,michelle,dalton,durham,27707
06978316,randy,paris,winston salem,27106
04197482,casean,holley,charlotte,28215
07217767,tiffany,trueblood,salisbury,28144
04992827,alice,talabi,cary,27511
05174083,andrew,perkins,thurmond,28683
04711209,benjamin,keely,boone,28608
05466212,william,foreman,angier,27501
02317854,david,coins,smithfield,27577
07406665,john,mcneill,seagrove,27341
00119252,wade,peoples,greensboro,27410
01306734,violet,harding,burnsville,28714
05969837,kassandra,rushing,concord,28025
04716822,barry,truelove,angier,27501
04104472,linda,ruby,wilmington,28411
01858212,tannie,harper,lewisville,27023
07340330,nakaiya,anderson,greensboro,27407
06697579,eric,torrence,trenton,28585
07082493,waffa,alzoubeir,oxford,27565
03277313,john,klompstra,cary,27519
01601022,aloha,waters,fremont,27830
04604483,lawrence,behr,greenville,27858
01871121,pamela,linton,newport,28570
